cpc;qid;tipo;nom1;nom2;nac1;nac2;sex1;sex2;pais1;pais2;ciudad1;ciudad2;oficio1;oficio2;padre1;padre2;afil1;afil2;num_ent;alias
R05681;Q51492;umano;Francesco Rosa;Frank Capra;1901;1897;m;m;Italia;Stati Uniti d'America|Italia|Regno d'Italia;San Giovanni in Persiceto;Bisacquino;operaio;militare|produttore|produttore cinematografico|regista|regista cinematografico|sceneggiatore|sceneggiatore cinematografico|scrittore|suonatore di banjo|ufficiale;Paolo;;antifascista;regista, sceneggiatore e produttore italiano (1897-1991);14;Francesco Rosario Capra
R05681;Q1092358;umano;Francesco Rosa;Pacecco De Rosa;1901;1607;m;m;Italia;Regno di Napoli;San Giovanni in Persiceto;Napoli;operaio;pittore;Paolo;;antifascista;pittore italiano;14;Francesco Rosa
R05681;Q63433764;umano;Francesco Rosa;Francesco Rosa;1901;0;m;m;Italia;;San Giovanni in Persiceto;;operaio;pittore;Paolo;;antifascista;;14;
R05681;Q20963409;umano;Francesco Rosa;Franz Roos;1901;1672;m;m;Italia;Germania;San Giovanni in Persiceto;Francoforte sul Meno;operaio;pittore;Paolo;;antifascista;pittore tedesco;14;Francesco Rosa
R05681;Q89233366;umano;Francesco Rosa;Francesco Rosa;1901;0;m;m;Italia;;San Giovanni in Persiceto;;operaio;ricercatore;Paolo;;antifascista;researcher (ORCID 0000-0002-9207-0991);14;
R05681;Q3750554;umano;Francesco Rosa;Francesco Rosaspina;1901;1762;m;m;Italia;Stato Pontificio;San Giovanni in Persiceto;Montescudo;operaio;acquafortista|artista|artista grafico|artista visuale|calcografo|disegnatore|incisore|intagliatore|pittore;Paolo;;antifascista;incisore italiano (1762-1841);14;
R05681;Q52822460;scuola primaria;Francesco Rosa;Francesco Rosaspina(Ic Coriano);1901;0;m;;Italia;;San Giovanni in Persiceto;;operaio;;Paolo;;antifascista;scuola primaria di Montescudo-Monte Colombo in provincia di Rimini (Italia) [codice scuola: RNEE80902B];14;Francesco Rosaspina(Ic Coriano)
R05681;Q114405846;umano;Francesco Rosa;Francesco Rosato;1901;0;m;;Italia;;San Giovanni in Persiceto;;operaio;ricercatore;Paolo;;antifascista;researcher;14;
R05681;Q137036232;umano;Francesco Rosa;Q137036232;1901;0;m;m;Italia;;San Giovanni in Persiceto;;operaio;;Paolo;;antifascista;;14;
R05681;Q132961141;umano;Francesco Rosa;Q132961141;1901;1987;m;m;Italia;;San Giovanni in Persiceto;;operaio;;Paolo;;antifascista;;14;
R05681;Q139057889;umano;Francesco Rosa;Q139057889;1901;1964;m;m;Italia;;San Giovanni in Persiceto;;operaio;;Paolo;;antifascista;;14;
F03295;Q514122;umano;Giuseppe Ferrari;Giuseppe Ferrari;1891;1811;m;m;Italia;Regno di Sardegna (1847-1861)|Regno d'Italia;San Marcello Pistoiese;Milano;muratore;filosofo|politico|professore universitario|scrittore|storico|storico dell'età moderna;Ottavio;;comunista;storico, filosofo e politico italiano (1811-1876);20;
F03295;Q15980103;umano;Giuseppe Ferrari;Giuseppe Ferrari;1891;1843;m;m;Italia;Regno d'Italia;San Marcello Pistoiese;Roma;muratore;pittore;Ottavio;;comunista;pittore italiano (1843-1905);20;
F03295;Q3770539;pagina di disambiguazione di un progetto Wikimedia per nomi di persona;Giuseppe Ferrari;Giuseppe Ferrari;1891;0;m;;Italia;;San Marcello Pistoiese;;muratore;;Ottavio;;comunista;pagina di disambiguazione di un progetto Wikimedia;20;
F03295;Q92277006;umano;Giuseppe Ferrari;Giuseppe Ferrari;1891;1920;m;m;Italia;Italia|Regno d'Italia;San Marcello Pistoiese;Ferrara;muratore;politico;Ottavio;;comunista;politico italiano (1920-2001);20;
F03295;Q3770540;umano;Giuseppe Ferrari;Giuseppe Ferrari;1891;1912;m;m;Italia;Italia|Regno d'Italia;San Marcello Pistoiese;Rossano;muratore;giurista|insegnante|magistrato;Ottavio;;comunista;docente, magistrato e giurista italiano (1912-1999);20;
F03295;Q94891581;umano;Giuseppe Ferrari;Giuseppe Ferrari;1891;0;m;m;Italia;;San Marcello Pistoiese;;muratore;direttore d'orchestra|flautista|maestro di cappella;Ottavio;;comunista;maestro di coro militare, maestro di Franz von Suppè;20;
F03295;Q15711211;umano;Giuseppe Ferrari;Giuseppe Ferrari;1891;1720;m;m;Italia;;San Marcello Pistoiese;Castelvetro di Modena;muratore;poeta;Ottavio;;comunista;umanista e abate italiano (1720-1773);20;
F03295;Q52728000;umano;Giuseppe Ferrari;Giuseppe Ferrari;1891;1773;m;m;Italia;Regno d'Italia;San Marcello Pistoiese;Ferrara;muratore;artista|insegnante|scultore;Ottavio;;comunista;scultore italiano (1804-1864);20;
F03295;Q3770537;umano;Giuseppe Ferrari;Giuseppe Ferrari;1891;0;m;m;Italia;Italia;San Marcello Pistoiese;;muratore;calciatore;Ottavio;;comunista;calciatore italiano (?-?);20;
F03295;Q3770538;umano;Giuseppe Ferrari;Giuseppe Ferrari;1891;1913;m;m;Italia;Regno d'Italia;San Marcello Pistoiese;Rivarolo;muratore;calciatore;Ottavio;;comunista;calciatore italiano (1913-1943);20;
F03295;Q102287656;umano;Giuseppe Ferrari;Giuseppe Ferrari;1891;0;m;m;Italia;;San Marcello Pistoiese;;muratore;librettista;Ottavio;;comunista;librettista;20;
F03295;Q93246656;umano;Giuseppe Ferrari;Giuseppe Ferrari;1891;1960;m;m;Italia;;San Marcello Pistoiese;;muratore;filologo classico;Ottavio;;comunista;(n. 1960) Insegnante di storia e filosofia;20;
F03295;Q115948907;umano;Giuseppe Ferrari;Giuseppe Ferrari;1891;1953;m;m;Italia;Italia;San Marcello Pistoiese;Parma;muratore;fisico;Ottavio;;comunista;fisico italiano (1953-);20;
F03295;Q115948585;umano;Giuseppe Ferrari;Giuseppe Ferrari;1891;1842;m;m;Italia;Regno d'Italia;San Marcello Pistoiese;Como;muratore;politico|ragioniere commercialista;Ottavio;;comunista;ragioniere e politico italiano (1842-1926);20;
F03295;Q115948579;umano;Giuseppe Ferrari;Giuseppe Ferrari;1891;1952;m;m;Italia;Italia;San Marcello Pistoiese;Sassuolo;muratore;sacerdote cattolico;Ottavio;;comunista;francescano italiano (1952-2022);20;
F03295;Q24206564;umano;Giuseppe Ferrari;Giuseppe Ferrari;1891;1976;m;m;Italia;Italia;San Marcello Pistoiese;;muratore;psicoterapeuta;Ottavio;;comunista;psicoterapeuta italiano (1976-), presidente della Società italiana di psicoterapia integrata per lo sviluppo sociale (SIPISS);20;
F03295;Q115948575;umano;Giuseppe Ferrari;Giuseppe Ferrari;1891;1951;m;m;Italia;Italia;San Marcello Pistoiese;;muratore;sociologo;Ottavio;;comunista;sociologo italiano (1951-);20;
F03295;Q115948608;umano;Giuseppe Ferrari;Giuseppe Ferrari;1891;1913;m;m;Italia;Italia|Regno d'Italia;San Marcello Pistoiese;Frascineto;muratore;albanologo|sacerdote cattolico|teologo;Ottavio;;comunista;sacerdote e teologo italiano (1913-1990);20;
F03295;Q132924940;umano;Giuseppe Ferrari;Giuseppe Ferrari;1891;1935;m;m;Italia;;San Marcello Pistoiese;Rovigo;muratore;neurologo;Ottavio;;comunista;neurologo (1935-);20;
F03295;Q52728108;umano;Giuseppe Ferrari;Giuseppe Ferrari;1891;1921;m;m;Italia;Italia;San Marcello Pistoiese;Bologna;muratore;pittore;Ottavio;;comunista;pittore italiano (1921-2011);20;
R07036;Q16062571;umano;Pietro Rota;Pietro Rota;1888;1805;m;m;Italia;Regno d'Italia;Fuipiano Valle Imagna;Q111176;muratore;sacerdote cattolico|vescovo cattolico;Pietro;;comunista;arcivescovo cattolico italiano (1805-1890);3;
R07036;Q39074079;umano;Pietro Rota;Pietro Rota;1888;1600;m;m;Italia;;Fuipiano Valle Imagna;Ravenna;muratore;sacerdote cattolico|vescovo cattolico;Pietro;;comunista;vescovo cattolico;3;
R07036;Q1361950;umano;Pietro Rota;Pietro Rotari;1888;1707;m;m;Italia;Repubblica di Venezia;Fuipiano Valle Imagna;Verona;muratore;incisore|pittore;Pietro;;comunista;pittore italiano (1707–1762);3;
P11110;Q1653816;umano;Mario Poli;Mario Aurelio Poli;1901;1947;m;m;Italia;Argentina;San Miniato;Buenos Aires;meccanico;professore universitario|sacerdote cattolico|storico della Chiesa|vescovo cattolico;Silvio;;antifascista;cardinale e arcivescovo cattolico argentino;5;Mario Poli
P11110;Q3848986;umano;Mario Poli;Mario Polia;1901;1947;m;m;Italia;Italia;San Miniato;Roma;meccanico;antropologo|archeologo|storico;Silvio;;antifascista;storico, antropologo e archeologo italiano (1947-);5;
P11110;Q102658615;umano;Mario Poli;Mario Policastro;1901;0;m;;Italia;;San Miniato;;meccanico;;Silvio;;antifascista;;5;
P11110;Q131125417;umano;Mario Poli;Mario Polino;1901;0;m;;Italia;;San Miniato;;meccanico;;Silvio;;antifascista;;5;
P11110;Q79767665;umano;Mario Poli;Mario Polido;1901;0;m;;Italia;;San Miniato;;meccanico;ricercatore;Silvio;;antifascista;researcher;5;
S09955;Q21542063;umano;Ernesto Stagni;Ernesto Stagni;1874;1966;m;m;Italia;Italia;Cotignola;Firenze;capo ferroviario|pensionato;assistant professor|filologo|filologo classico|latinista|professore universitario;Attilio;;antifascista;latinista e filologo classico italiano (1966-);2;
S09955;Q105839097;umano;Ernesto Stagni;Ernesto Stagni;1874;1914;m;m;Italia;Italia|Regno d'Italia;Cotignola;Bologna;capo ferroviario|pensionato;ingegnere dei trasporti;Attilio;;antifascista;ingegnere dei trasporti italiano (1914-2010);2;
M12660;Q127890874;umano;Giovanni Mocellin;Giovanni Mocellin;1889;0;m;m;Italia;;San Nazario;;manovale;fisico|ricercatore;Marco;;socialista;fisico delle particelle;2;
M12660;Q13389230;umano;Giovanni Mocellin;Giovanni Mocellini;1889;1906;m;m;Italia;Italia;San Nazario;;manovale;sacerdote cattolico|vescovo cattolico;Marco;;socialista;vescovo italiano;2;
A04191;Q28716762;umano;Francesco Antonucci;Francesco Antonucci;-1000;1999;m;m;Italia;Italia|Belgio;San Potito Sannitico;Charleroi;contadino;calciatore;Antonio;;antifascista;calciatore belga (1999-);1;
P11297;Q116917105;umano;Francesco Pollastri;Francesco Pollastri;1899;0;m;m;Italia;;San Pietro in Cerro;;;;Andrea;;comunista;;1;
L04867;Q3611420;umano;Alfredo Lucchesi;Alfredo Lucchesi;1884;1899;m;m;Italia;Italia;San Lorenzo;Messina;contadino;calciatore;Raffaello;;comunista;calciatore italiano;2;
L04867;Q75369066;umano;Alfredo Lucchesi;Alfredo Lucchesi-Palli, Principe di Campofranco;1884;1916;m;m;Italia;;San Lorenzo;;contadino;;Raffaello;Carlo;comunista;(1916-1986);2;
M06217;Q59415998;umano;Giuseppe Martini;Giuseppe Martini;1900;0;m;m;Italia;;San Remo;;muratore;ricercatore;Giacomo lorenzo;;comunista;researcher ORCID ID = 0000-0003-4481-4308;24;
M06217;Q3770945;umano;Giuseppe Martini;Giuseppe Martini;1900;1924;m;m;Italia;Italia|Regno d'Italia;San Remo;San Giuliano Terme;muratore;esperantista|partigiano;Giacomo lorenzo;;comunista;esperantista italiano (1924-2007);24;
M06217;Q98834332;umano;Giuseppe Martini;Giuseppe Martini;1900;1870;m;m;Italia;;San Remo;;muratore;libraio;Giacomo lorenzo;;comunista;libraio;24;
M06217;Q114122611;umano;Giuseppe Martini;Giuseppe Martini;1900;1758;m;m;Italia;;San Remo;;muratore;;Giacomo lorenzo;;comunista;"1758 - 1844; pittore; pob Parma; pod Parma";24;
M06217;Q96099539;umano;Giuseppe Martini;Giuseppe Martini;1900;0;m;m;Italia;;San Remo;;muratore;ricercatore;Giacomo lorenzo;;comunista;researcher (ORCID 0000-0002-1176-3463);24;
M06217;Q61477585;umano;Giuseppe Martini;Giuseppe Martini;1900;1901;m;m;Italia;;San Remo;;muratore;scrittore;Giacomo lorenzo;;comunista;autore (XX secolo);24;
M06217;Q118611864;umano;Giuseppe Martini;Giuseppe Martini;1900;0;m;m;Italia;;San Remo;;muratore;autore;Giacomo lorenzo;;comunista;autore;24;
M06217;Q98834331;umano;Giuseppe Martini;Giuseppe Martini;1900;0;m;m;Italia;Italia;San Remo;;muratore;scultore;Giacomo lorenzo;;comunista;scultore italiano;24;
M06217;Q98834333;umano;Giuseppe Martini;Giuseppe Martini;1900;1908;m;m;Italia;Italia|Regno d'Italia;San Remo;Roma;muratore;medievista|professore universitario;Giacomo lorenzo;;comunista;medievista italiano (1908-1979);24;
M06217;Q98834329;umano;Giuseppe Martini;Giuseppe Martini;1900;1897;m;m;Italia;;San Remo;;muratore;scultore;Giacomo lorenzo;;comunista;Italian sculptor, born 1897;24;
M06217;Q139997939;umano;Giuseppe Martini;Q139997939;1900;1922;m;m;Italia;Svizzera;San Remo;Cavergno;muratore;insegnante|pittore;Giacomo lorenzo;;comunista;pittore e docente Svizzero (1922-2007);24;
M06217;Q131777747;umano;Giuseppe Martini;Q131777747;1900;1968;m;m;Italia;;San Remo;;muratore;musicologo;Giacomo lorenzo;;comunista;;24;
M06217;Q133074257;umano;Giuseppe Martini;Q133074257;1900;0;m;m;Italia;;San Remo;;muratore;monaco;Giacomo lorenzo;;comunista;;24;
M06217;Q64745490;umano;Giuseppe Martini;Giuseppe Martini;1900;1728;m;m;Italia;;San Remo;;muratore;sacerdote cattolico|vescovo cattolico;Giacomo lorenzo;;comunista;vescovo cattolico;24;
M06217;Q135432081;umano;Giuseppe Martini;Giuseppe Martini;1900;1955;m;m;Italia;;San Remo;;muratore;professore universitario|psichiatra|psicoanalista;Giacomo lorenzo;;comunista;;24;
M06217;Q93229193;umano;Giuseppe Martini;Giuseppe Martinico;1900;1981;m;m;Italia;Italia;San Remo;;muratore;giurista;Giacomo lorenzo;;comunista;giurista italiano (1981-);24;
M06217;Q780021;umano;Antonio Martini;Antonio Martini;1900;1720;m;m;Italia;;San Remo;Prato;muratore;arcivescovo|biblista|sacerdote cattolico|traduttore|traduttore della Bibbia|vescovo cattolico;Giacomo lorenzo;;comunista;arcivescovo cattolico, letterato e biblista italiano;24;
M06217;Q109117660;umano;Antonio Martini;Antonio Martini;1900;1922;m;m;Italia;Italia|Regno d'Italia;San Remo;Roma;muratore;storico;Giacomo lorenzo;;comunista;storico italiano (1922-2017);24;
M06217;Q104735609;umano;Antonio Martini;Antonio Martini;1900;1847;m;m;Italia;Regno d'Italia;San Remo;Parma;muratore;avvocato|bibliotecario;Giacomo lorenzo;;comunista;bibliotecario italiano (1847-1915);24;
M06217;Q105186698;umano;Antonio Martini;Antonio Martini;1900;0;m;m;Italia;;San Remo;;muratore;ricercatore;Giacomo lorenzo;;comunista;researcher;24;
M06217;Q94408774;umano;Antonio Martini;Antonio Martini;1900;1857;m;m;Italia;Colonia di Malta;San Remo;Marsa;muratore;esploratore;Giacomo lorenzo;;comunista;Maltese explorer;24;
M06217;Q283957;umano;Antonio Martini;Antonio Martini di Atri;1900;1350;m;m;Italia;;San Remo;Atri;muratore;pittore;Giacomo lorenzo;;comunista;pittore italiano;24;
M06217;Q99498129;umano;Antonio Martini;Antonio Ventura;1900;1958;m;m;Italia;Portogallo;San Remo;;muratore;fotografo;Giacomo lorenzo;;comunista;Portuguese photographer;24;Antonio Martiniano Ventura
S03084;Q136241537;umano;Roberto Savoia;Roberto Savoia;1911;1967;m;m;Italia;;Alberone Di Cento;;colono;cestista;Giovanni;;antifascista;basketball player (born 1967);1;
S07051;Q46344444;umano;Antonio Simeone;Antonio Simeone;1892;0;m;m;Italia;;Sant'Apollinare;;operaio contadino;ricercatore;Giovanni;;antifascista;researcher;5;
S07051;Q114874141;umano;Antonio Simeone;Antonio Simeone;1892;0;m;;Italia;;Sant'Apollinare;;operaio contadino;;Giovanni;;antifascista;Co-founder & Algo Trader, Euklid Ltd;5;
S07051;Q3620219;umano;Antonio Simeone;Antonio Simeone Sografi;1892;1759;m;m;Italia;Repubblica di Venezia;Sant'Apollinare;Padova;operaio contadino;drammaturgo|librettista;Giovanni;;antifascista;librettista e drammaturgo italiano;5;
V01853;Q65055475;umano;Flavio Venanzi;Flavio Venanzi;1882;1882;m;m;Italia;Regno d'Italia;Roma;Roma;pubblicista;scrittore;Flavio;;socialista;;1;
T02360;Q99688931;umano;Armando Tiberi;Armando Tiberio;1886;0;m;;Italia;;Alanno;;bracciante;musicista;Antonio;;anarchico;;1;
G07088;Q3757007;umano;Gaetano Giuliano;Gaetano Giuliano;1899;1929;m;m;Italia;Italia;Cefalù;Palazzolo Acreide;manovale ff ss;avvocato|politico;Antonino;;antifascista;politico italiano (1929-2023);2;
G07088;Q112579034;umano;Gaetano Giuliano;Gaetano Giuliano;1899;0;m;m;Italia;Italia;Cefalù;;manovale ff ss;ingegnere chimico;Antonino;;antifascista;ingegnere chimico italiano;2;
R05967;Q55281125;umano;Luigi Rossa;Luigi Rossari;1900;1903;m;m;Italia;Italia|Regno d'Italia;Ponte Nelle Alpi;Garbagnate Milanese;muratore;ingegnere;Giovanni;;anarchico;;3;
R05967;Q39192439;umano;Luigi Rossa;Luigi Rossari;1900;1797;m;m;Italia;Regno d'Italia;Ponte Nelle Alpi;Milano;muratore;pedagogista;Giovanni;;anarchico;letterato e pedagogista italiano;3;
R05967;Q138796212;umano;Luigi Rossa;Q138796212;1900;0;m;;Italia;Italia;Ponte Nelle Alpi;;muratore;cantante;Giovanni;;anarchico;;3;
C04704;Q97571566;umano;Michele Carlone;Michele Carlone;1901;0;m;m;Italia;Italia;Canosa Di Puglia;;contadino;scultore;Domenico;;comunista;scultore italiano;1;
P04571;Q57156459;umano;Francesco Pecorini;Francesco Pecorini;1862;0;m;m;Italia;;Ameno;;falegname|muratore;ricercatore;Francesco;;socialista;researcher;3;
R06421;Q17285435;umano;Eugenio Rossi;Eugenio Rossi;1882;1992;m;m;Italia;San Marino;Cuasso al Monte;Rimini;muratore;atleta;Giuseppe;;anarchico;altista sammarinese;26;
R06421;Q63340979;umano;Eugenio Rossi;Eugenio Rossi;1882;1969;m;m;Italia;;Cuasso al Monte;;muratore;tennista;Giuseppe;;anarchico;Italian professional tennis player born 1969;26;
R06421;Q63801195;umano;Eugenio Rossi;Eugenio Rossi;1882;1865;m;m;Italia;Regno d'Italia;Cuasso al Monte;Palermo;muratore;politico;Giuseppe;;anarchico;politico italiano;26;
R06421;Q104758915;umano;Eugenio Rossi;Eugenio Rossi;1882;1872;m;m;Italia;Italia|Regno d'Italia;Cuasso al Monte;Firenze;muratore;bibliotecario;Giuseppe;;anarchico;bibliotecario italiano (1872-1952);26;
R06421;Q3734329;umano;Eugenio Rossi;Eugenio De Rossi;1882;1863;m;m;Italia;Regno d'Italia;Cuasso al Monte;Brescia;muratore;spia;Giuseppe;;anarchico;generale e agente segreto italiano;26;
R06421;Q60024916;pagina di disambiguazione di un progetto Wikimedia;Eugenio Rossi;Eugenio Rossi;1882;0;m;;Italia;;Cuasso al Monte;;muratore;;Giuseppe;;anarchico;pagina di disambiguazione di un progetto Wikimedia;26;
R06421;Q2076729;umano;Giacomo Rossi;Giacomo Rossi;1882;1700;m;m;Italia;;Cuasso al Monte;;muratore;librettista|poeta|traduttore;Giuseppe;;anarchico;librettista italiano;26;
R06421;Q110269819;umano;Giacomo Rossi;Giacomo Rossi;1882;1751;m;m;Italia;;Cuasso al Monte;;muratore;scultore;Giuseppe;;anarchico;scultore italiano (1751 – 1817);26;
R06421;Q68910735;umano;Giacomo Rossi;Giacomo Rossi;1882;0;m;m;Italia;;Cuasso al Monte;;muratore;sacerdote cattolico|vescovo cattolico;Giuseppe;;anarchico;vescovo cattolico;26;
R06421;Q18224492;umano;Giacomo Rossi;Giacomo Rossi;1882;1951;m;m;Italia;Italia;Cuasso al Monte;Porto San Giorgio;muratore;cestista;Giuseppe;;anarchico;cestista italiano;26;
R06421;Q106717358;umano;Giacomo Rossi;Giacomo Rossi;1882;0;m;m;Italia;Regno d'Italia;Cuasso al Monte;;muratore;;Giuseppe;;anarchico;condannato a morte durante la Seconda Guerra Mondiale;26;
R06421;Q18716041;umano;Giacomo Rossi;Giacomo Rossi;1882;1882;m;m;Italia;Italia;Cuasso al Monte;;muratore;tiratore;Giuseppe;;anarchico;tiratore italiano;26;
R06421;Q51318183;umano;Giacomo Rossi;Giacomo Rossi;1882;1748;m;m;Italia;;Cuasso al Monte;Bologna;muratore;disegnatore|scultore;Giuseppe;;anarchico;scultore, disegnatore;26;
R06421;Q115982857;umano;Giacomo Rossi;Giacomo Rossi;1882;1790;m;m;Italia;Svizzera;Cuasso al Monte;Morcote;muratore;;Giuseppe;;anarchico;;26;
R06421;Q90374161;umano;Giacomo Rossi;Giacomo Rossi;1882;0;m;;Italia;;Cuasso al Monte;;muratore;ricercatore;Giuseppe;;anarchico;researcher (ORCID 0000-0001-8617-5984);26;
R06421;Q60167180;umano;Giacomo Rossi;Giacomo Rossi;1882;0;m;m;Italia;;Cuasso al Monte;;muratore;ricercatore;Giuseppe;;anarchico;researcher ORCID ID = 0000-0001-7122-9484;26;
R06421;Q22341862;umano;Giacomo Rossi;Giacomo de' Rossi;1882;1363;m;m;Italia;Repubblica di Venezia;Cuasso al Monte;Parma;muratore;sacerdote cattolico;Giuseppe;;anarchico;vescovo cattolico italiano;26;Giacomo Rossi
R06421;Q52905023;umano;Giacomo Rossi;Giacomo Rossi;1882;0;m;m;Italia;;Cuasso al Monte;;muratore;librettista;Giuseppe;;anarchico;;26;
R06421;Q180010;umano;Giacomo Rossi;Giacomo Rossi Stuart;1882;1925;m;m;Italia;Italia|Regno d'Italia;Cuasso al Monte;Todi;muratore;attore|attore cinematografico|attore televisivo|sceneggiatore;Giuseppe;;anarchico;attore italiano (1925-1994);26;Giacomo Rossi Stuart
R06421;Q90462733;umano;Giacomo Rossi;Giacomo Rossitto;1882;0;m;;Italia;;Cuasso al Monte;;muratore;ricercatore;Giuseppe;;anarchico;researcher (ORCID 0000-0001-9023-0835);26;
